"","V1","V2"
"1",7.19158744812012,8.00405597686768
"2",4.46642398834229,8.99356174468994
"3",6.50204658508301,6.77028799057007
"4",5.34897422790527,7.4498348236084
"5",6.52616548538208,6.81333017349243
"6",4.44643449783325,9.54618072509766
"7",7.04747200012207,7.68681144714355
"8",4.00890731811523,9.63005924224854
"9",5.93912506103516,9.65226936340332
"10",4.7264142036438,9.90405082702637
"11",4.39129447937012,9.7372407913208
"12",3.57313823699951,10.1468124389648
"13",5.17000770568848,7.42728424072266
"14",5.34640884399414,6.51306056976318
"15",5.52861070632935,9.93552112579346
"16",3.50114822387695,9.51162052154541
"17",4.02260255813599,10.1834774017334
"18",6.95250368118286,8.55135250091553
"19",6.22622680664062,8.907546043396
"20",5.60764980316162,10.0115451812744
"21",4.89521312713623,8.32800769805908
"22",6.74433088302612,8.36691665649414
"23",4.4426736831665,8.71056461334229
"24",3.87941217422485,8.98725032806396
"25",5.10931301116943,10.1204996109009
"26",7.20987606048584,7.71231508255005
"27",6.77136754989624,7.28937005996704
"28",5.68979024887085,10.7202520370483
"29",5.57950162887573,6.24383640289307
"30",3.56553888320923,9.50146293640137
"31",7.71798181533813,7.78369808197021
"32",6.23644781112671,10.3874788284302
"33",5.77296352386475,10.1994361877441
"34",4.78396463394165,10.2605390548706
"35",4.80420303344727,9.40524864196777
"36",4.78331470489502,9.53262329101562
"37",6.04284763336182,10.4988803863525
"38",6.22974014282227,8.01573467254639
"39",5.63232851028442,7.1458101272583
"40",5.65607309341431,7.85991954803467
"41",4.88907241821289,7.9307861328125
"42",5.10183238983154,9.05354881286621
"43",4.82624340057373,8.72706127166748
"44",3.88084530830383,10.0501728057861
"45",5.98569059371948,7.31123208999634
"46",7.61071538925171,7.32175827026367
"47",6.00474691390991,9.46928977966309
"48",5.23287057876587,9.42339515686035
"49",4.2042760848999,10.488284111023
"50",3.66120386123657,9.72614288330078
"51",7.42160367965698,7.77771472930908
"52",6.08763074874878,9.80818271636963
"53",5.98792123794556,7.52889060974121
"54",6.62119245529175,7.15766000747681
"55",4.4551887512207,8.27011489868164
"56",6.21022129058838,9.35837650299072
"57",6.74928331375122,7.50537538528442
"58",5.94997310638428,10.1411209106445
"59",7.34034633636475,8.35424613952637
"60",5.95069694519043,9.56422233581543
"61",5.30232620239258,9.67059135437012
"62",6.46412038803101,7.1074743270874
"63",5.30853986740112,6.77426958084106
"64",5.18686962127686,10.2944345474243
"65",4.6310248374939,9.28354263305664
"66",4.47740507125854,10.7021751403809
"67",5.62830972671509,9.17122650146484
"68",4.99882459640503,10.0211544036865
"69",5.57301330566406,9.82559299468994
"70",4.8437180519104,8.76648902893066
"71",6.44114685058594,7.61167049407959
"72",5.65409660339355,6.2593936920166
"73",6.59318828582764,8.11398792266846
"74",5.08044481277466,8.0814733505249
"75",7.42692041397095,7.5762357711792
"76",5.57371997833252,6.20009803771973
"77",5.8822283744812,10.6938257217407
"78",4.93349170684814,9.07419300079346
"79",5.29503107070923,8.82057189941406
"80",4.37747192382812,9.18879127502441
"81",7.49037647247314,7.15418529510498
"82",5.78094053268433,9.62847423553467
"83",6.54821634292603,9.2934398651123
"84",3.93640542030334,10.4750671386719
"85",4.59706830978394,8.78978157043457
"86",4.77703857421875,10.6023979187012
"87",5.45225858688354,7.04441452026367
"88",5.47941732406616,8.92827224731445
"89",6.01891326904297,7.47053527832031
"90",5.33258628845215,10.8043069839478
"91",3.73030757904053,9.34852027893066
"92",7.33370542526245,8.36676025390625
"93",4.26876831054688,10.4429769515991
"94",5.5610032081604,6.2014422416687
"95",4.80402183532715,9.94414329528809
"96",7.27453756332397,7.3330192565918
"97",6.18413925170898,8.13830757141113
"98",5.73013162612915,8.88568592071533
"99",7.29361152648926,7.40519332885742
"100",3.41547918319702,9.43634796142578
"101",5.47222852706909,8.48593616485596
"102",7.16580677032471,7.13383388519287
"103",4.42424154281616,8.33188247680664
"104",4.36299419403076,8.37502193450928
"105",7.50525045394897,7.04559230804443
"106",7.26378583908081,7.06546211242676
"107",6.22745084762573,8.34354209899902
"108",5.90301084518433,9.0620813369751
"109",6.57738161087036,6.89081287384033
"110",4.3442907333374,10.7197151184082
"111",6.428138256073,10.2135620117188
"112",5.23286914825439,7.96711683273315
"113",6.00615167617798,7.88865852355957
"114",3.87876677513123,10.0646572113037
"115",7.91396236419678,7.31560850143433
"116",6.63532161712646,7.08714914321899
"117",7.25545978546143,7.58418989181519
"118",6.52316665649414,7.87863492965698
"119",5.61109685897827,8.41428184509277
"120",4.6437873840332,10.4260578155518
"121",7.55859375,8.19432544708252
"122",4.71939849853516,8.24227046966553
"123",3.60516095161438,9.60465145111084
"124",6.21166515350342,10.5769548416138
"125",4.92714929580688,7.97680807113647
"126",4.49250221252441,10.0330829620361
"127",5.985680103302,6.39725494384766
"128",3.43287348747253,9.34059047698975
"129",5.95945644378662,7.89723348617554
"130",6.08201456069946,6.34185028076172
"131",4.18743276596069,8.45807266235352
"132",6.6167631149292,7.34337568283081
"133",7.47625112533569,7.60759735107422
"134",5.29343318939209,10.3707513809204
"135",7.55276823043823,7.98383951187134
"136",5.18285655975342,10.163236618042
"137",4.28803634643555,8.08757495880127
"138",6.33183288574219,9.07574653625488
"139",6.93772411346436,8.97329807281494
"140",8.02807331085205,7.44267559051514
"141",5.7917366027832,9.48585319519043
"142",7.95323324203491,7.2070631980896
"143",5.40543031692505,10.0613222122192
"144",3.91455125808716,9.57849216461182
"145",6.34434509277344,9.69399738311768
"146",5.45226526260376,9.78687477111816
"147",6.74169921875,7.66968870162964
"148",5.02089500427246,8.58083724975586
"149",6.92092657089233,8.51602745056152
"150",3.55645751953125,10.0306282043457
"151",5.42263555526733,10.3363838195801
"152",5.51235723495483,8.8764820098877
"153",7.04384279251099,7.88579940795898
