"","V1","V2"
"154",5.62673044204712,7.62995481491089
"155",4.93131113052368,8.15045928955078
"156",5.59424066543579,7.22231101989746
"157",6.61830377578735,8.67867279052734
"158",7.30679035186768,8.07396030426025
"159",4.57665681838989,10.1680507659912
"160",5.66056299209595,10.4886093139648
"161",5.6416826248169,7.4119291305542
"162",5.4745626449585,9.29050636291504
"163",6.51907300949097,7.72355604171753
"164",4.40652227401733,8.20921039581299
"165",4.79961442947388,9.59684181213379
"166",3.87943005561829,9.61687278747559
"167",6.3925609588623,8.17063045501709
"168",5.14394855499268,9.7627067565918
"169",4.94497489929199,10.4604454040527
"170",5.73582649230957,9.65666770935059
"171",4.22204303741455,9.20175647735596
"172",5.64196825027466,6.16757869720459
"173",6.31425857543945,7.16255617141724
"174",5.21894884109497,9.75121021270752
"175",3.49837493896484,10.0052289962769
"176",6.41463232040405,7.70943403244019
"177",4.57514953613281,10.2959861755371
"178",7.0162935256958,7.19980239868164
"179",7.22153091430664,8.53323268890381
"180",5.38037490844727,10.3010091781616
"181",7.81175947189331,7.37353610992432
"182",6.33438348770142,9.5006513595581
"183",7.0529956817627,7.1487627029419
"184",5.7428560256958,7.28292036056519
"185",5.99196577072144,6.37824058532715
"186",6.32753896713257,9.69480514526367
"187",7.00390148162842,7.48139572143555
"188",5.3838005065918,7.37075471878052
"189",5.52515172958374,8.53258609771729
"190",6.07464742660522,9.22001647949219
"191",4.49170732498169,8.54012775421143
"192",6.26787900924683,7.4467601776123
"193",4.53513956069946,8.39986705780029
"194",6.82820415496826,8.85366058349609
"195",6.43901538848877,9.69145011901855
"196",3.54013705253601,9.42489814758301
"197",4.88253927230835,9.63108348846436
